timestamp,tollID,tagRef,tagHomeID,charge
2022-03-10 01:53,NO01,NOXFGCAQV,NO,3.85
2022-03-10 02:01,NAO38,NAOHAFEYUH,NAO,2.5
2022-03-10 02:13,NAO04,NAOP0J43D5,NAO,2.5
2022-03-10 02:30,OO03,OOQ0OXFQ8,OO,2.4
2022-03-10 02:32,EG31,NOE1V2ISQ,NO,1.4
2022-03-10 03:23,EG13,EGVWPVS7H,EG,1.2
2022-03-10 03:31,NAO35,NAO5ZJA8DZ,NAO,2.5
2022-03-10 03:46,NAO23,NAOHL1N13J,NAO,2.5
2022-03-10 04:22,NO10,NOQLL8OS9,NO,4.2
2022-03-10 04:26,AM02,AMHJ7XVG0,AM,2.0
2022-03-10 04:49,OO01,NORCBPLJD,NO,2.3
2022-03-10 04:55,EG17,EGYTJXEPQ,EG,2.1
2022-03-10 05:25,EG05,EGC11ERTJ,EG,1.7
2022-03-10 06:32,NAO02,NAOP0J43D5,NAO,2.5
2022-03-10 06:35,NAO35,NAO5ZJA8DZ,NAO,2.5
2022-03-10 06:35,OO10,OOQ0OXFQ8,OO,2.5
2022-03-10 07:30,EG29,EGYTJXEPQ,EG,1.5
2022-03-10 07:30,GE01,GEJA1WJ0T,GE,14.7
2022-03-10 07:39,EG34,NAOBMYOFQE,NAO,2.0
2022-03-10 07:50,NAO21,NAOHAFEYUH,NAO,2.5
2022-03-10 07:54,NAO34,NAOURTP0LZ,NAO,2.5
2022-03-10 08:43,EG33,EGIGQPKI7,EG,2.0
2022-03-10 08:43,EG20,NAOBMYOFQE,NAO,1.4
2022-03-10 10:58,EG14,KOWKTAKPU,KO,1.2
2022-03-10 11:06,NAO40,NAOHL1N13J,NAO,2.5
2022-03-10 11:07,EG09,EGSEIMVIH,EG,0.9
2022-03-10 12:09,OO10,OO1B0Z3NX,OO,2.5
2022-03-10 12:10,OO09,EGRHOCN9J,EG,2.5
2022-03-10 12:13,EG02,NAONSM43D8,NAO,3.0
2022-03-10 12:21,OO06,MOJCKJLTE,MO,3.5
2022-03-10 12:25,AM01,EG7UR23GD,EG,2.0
2022-03-10 12:58,NAO34,MOV86WZS3,MO,2.5
2022-03-10 13:07,EG24,EGSEIMVIH,EG,1.4
2022-03-10 13:55,KO09,KONCXLL4Z,KO,2.05
2022-03-10 14:39,AM06,AMHJ7XVG0,AM,3.6
2022-03-10 14:39,MO10,MOJCKJLTE,MO,2.7
2022-03-10 14:42,NO02,NOXFGCAQV,NO,3.85
2022-03-10 16:23,NAO10,NAOLY8OZCY,NAO,2.5
2022-03-10 16:33,NAO24,NAONSM43D8,NAO,2.5
2022-03-10 16:59,GE02,GE2IAGL58,GE,14.7
2022-03-10 17:36,OO08,OO1B0Z3NX,OO,1.9
2022-03-10 18:02,EG10,EGSEIMVIH,EG,0.9
2022-03-10 18:07,NO13,NOE1V2ISQ,NO,4.15
2022-03-10 18:15,EG21,EGF1T2TAL,EG,1.6
2022-03-10 18:30,OO01,OO3KKV9RF,OO,2.3
2022-03-10 18:38,NO02,NO7PTX63C,NO,3.85
2022-03-10 18:41,KO05,KOJDP0LVS,KO,1.9
2022-03-10 19:04,NO11,NOXFGCAQV,NO,3.35
2022-03-10 19:18,EG15,EGUT0CVS4,EG,1.2
2022-03-10 19:20,NAO35,NAONSM43D8,NAO,2.5
2022-03-10 19:32,KO06,KONCXLL4Z,KO,1.9
2022-03-10 20:50,EG02,NAONSM43D8,NAO,3.0
2022-03-10 20:58,EG23,EG7UR23GD,EG,1.4
2022-03-10 21:02,NAO29,NO7PTX63C,NO,2.5
2022-03-10 21:16,KO08,KOIXA11DP,KO,1.85
2022-03-10 21:29,NAO36,AMHJ7XVG0,AM,2.5
2022-03-10 22:07,OO06,NO7PTX63C,NO,3.5
2022-03-10 22:53,EG14,EGC11ERTJ,EG,1.2
2022-03-10 23:08,NAO38,NAO09SKDGI,NAO,2.5
2022-03-10 23:29,KO08,NAOLY8OZCY,NAO,1.85
2022-03-10 23:54,EG33,NOE1V2ISQ,NO,2.0
2022-03-11 00:04,AM10,AMV3A3ZMF,AM,3.1
2022-03-11 00:08,NO10,NOXFGCAQV,NO,4.2
2022-03-11 00:21,NO01,NORCBPLJD,NO,3.85
2022-03-11 00:23,NAO12,NAO5UQPGB7,NAO,2.5
2022-03-11 00:33,MO03,MOV86WZS3,MO,2.1
2022-03-11 00:34,NAO21,EGC11ERTJ,EG,2.5
2022-03-11 00:35,EG09,EGIGQPKI7,EG,0.9
2022-03-11 00:39,NAO32,NAOHAFEYUH,NAO,2.5
2022-03-11 01:00,NAO14,NAO5ZJA8DZ,NAO,2.5
2022-03-11 01:19,OO05,NO7PTX63C,NO,3.5
2022-03-11 01:19,OO10,AMHJ7XVG0,AM,2.5
2022-03-11 01:43,NAO16,NAOBMYOFQE,NAO,2.5
2022-03-11 01:44,OO03,OO1B0Z3NX,OO,2.4
2022-03-11 02:15,NAO26,OO3KKV9RF,OO,2.5
2022-03-11 02:37,KO02,KOWM31YIH,KO,3.4
2022-03-11 02:48,OO02,NOQLL8OS9,NO,2.3
2022-03-11 03:32,KO03,NAOHL1N13J,NAO,2.95
2022-03-11 03:58,OO02,OO3KKV9RF,OO,2.3
2022-03-11 04:18,AM05,NAOHAFEYUH,NAO,3.6
2022-03-11 04:20,EG33,EGF1T2TAL,EG,2.0
2022-03-11 04:23,EG28,NAOBMYOFQE,NAO,1.4
2022-03-11 04:35,MO09,MOJCKJLTE,MO,2.7
2022-03-11 05:48,EG03,EGUT0CVS4,EG,1.2
2022-03-11 05:53,NAO38,NAO5ZJA8DZ,NAO,2.5
2022-03-11 06:27,AM09,AMXAJI0Y6,AM,3.1
2022-03-11 06:42,NAO30,NAOP0J43D5,NAO,2.5
2022-03-11 07:31,KO09,KOWM31YIH,KO,2.05
2022-03-11 08:11,OO03,NAOLY8OZCY,NAO,2.4
2022-03-11 08:17,KO09,KOWM31YIH,KO,2.05
2022-03-11 08:29,EG15,AMHJ7XVG0,AM,1.2
2022-03-11 08:38,NAO09,NAO09SKDGI,NAO,2.5
2022-03-11 09:05,EG17,OO3KKV9RF,OO,2.1
2022-03-11 09:09,NAO32,NAO5UQPGB7,NAO,2.5
2022-03-11 09:25,NO01,NOXFGCAQV,NO,3.85
2022-03-11 09:27,EG33,EGIGQPKI7,EG,2.0
2022-03-11 09:33,EG24,EGIGQPKI7,EG,1.4
2022-03-11 10:05,EG21,EG7UR23GD,EG,1.6
2022-03-11 10:50,AM07,AMV3A3ZMF,AM,2.8
2022-03-11 11:06,OO05,AMHJ7XVG0,AM,3.5
2022-03-11 11:25,EG31,EGC11ERTJ,EG,1.4
2022-03-11 12:16,AM02,AMXAJI0Y6,AM,2.0
2022-03-11 12:42,NO01,NOXFGCAQV,NO,3.85
2022-03-11 13:12,NAO37,NAOBMYOFQE,NAO,2.5
2022-03-11 13:14,NAO32,NAO5ZJA8DZ,NAO,2.5
2022-03-11 13:22,NAO05,NAOLY8OZCY,NAO,2.5
2022-03-11 13:32,NAO32,NAO5ZJA8DZ,NAO,2.5
2022-03-11 14:09,NO04,EGVWPVS7H,EG,3.25
2022-03-11 14:49,OO10,OOQ0OXFQ8,OO,2.5
2022-03-11 15:06,NAO32,NAO09SKDGI,NAO,2.5
2022-03-11 15:08,NAO14,NAO5ZJA8DZ,NAO,2.5
2022-03-11 15:19,MO05,MOJCKJLTE,MO,2.6
2022-03-11 15:24,EG27,EGYTJXEPQ,EG,1.4
2022-03-11 16:36,EG25,NAOHL1N13J,NAO,1.8
2022-03-11 17:39,NAO26,NAO09SKDGI,NAO,2.5
2022-03-11 17:41,NAO39,NAOURTP0LZ,NAO,2.5
2022-03-11 17:49,NAO12,NAOHL1N13J,NAO,2.5
2022-03-11 17:58,AM02,EGRHOCN9J,EG,2.0
2022-03-11 18:06,AM06,AMH9SDBDW,AM,3.6
2022-03-11 18:10,NO03,NOXFGCAQV,NO,3.25
2022-03-11 18:13,NO14,NOE1V2ISQ,NO,4.15
2022-03-11 18:42,EG06,OOQ0OXFQ8,OO,1.7
2022-03-11 18:48,EG11,EGRHOCN9J,EG,0.5
2022-03-11 20:08,NAO15,OO3KKV9RF,OO,2.5
2022-03-11 20:16,NO02,NOXFGCAQV,NO,3.85
2022-03-11 20:55,OO09,EGVWPVS7H,EG,2.5
2022-03-11 21:08,EG31,OOQ0OXFQ8,OO,1.4
2022-03-11 21:19,AM08,AMXAJI0Y6,AM,2.8
2022-03-11 21:37,EG23,EG7UR23GD,EG,1.4
2022-03-11 21:38,NO10,NOXFGCAQV,NO,4.2
2022-03-11 21:43,EG01,EG9CHJ755,EG,3.0
2022-03-11 22:13,EG37,EGVWPVS7H,EG,1.4
2022-03-11 22:17,NAO12,AMXAJI0Y6,AM,2.5
2022-03-11 22:54,EG29,EGUT0CVS4,EG,1.5
2022-03-11 23:32,EG19,EGYTJXEPQ,EG,1.4
2022-03-11 23:37,EG20,EGIGQPKI7,EG,1.4
2022-03-11 23:52,AM05,AMXAJI0Y6,AM,3.6
2022-03-12 00:20,OO06,KOIXA11DP,KO,3.5
2022-03-12 01:08,AM06,AMH9SDBDW,AM,3.6
2022-03-12 01:22,AM02,EGVWPVS7H,EG,2.0
2022-03-12 01:33,AM10,AMV3A3ZMF,AM,3.1
2022-03-12 01:38,EG31,KOWKTAKPU,KO,1.4
2022-03-12 01:38,NO10,OOQ0OXFQ8,OO,4.2
2022-03-12 02:54,NAO30,NAOBMYOFQE,NAO,2.5
2022-03-12 03:46,AM10,AMV3A3ZMF,AM,3.1
2022-03-12 04:07,AM04,AMV3A3ZMF,AM,2.2
2022-03-12 04:14,KO04,KOWKTAKPU,KO,2.95
2022-03-12 04:41,NAO41,NAOP0J43D5,NAO,2.5
2022-03-12 05:04,MO04,MOJCKJLTE,MO,2.1
2022-03-12 05:06,NAO07,AMV3A3ZMF,AM,2.5
2022-03-12 05:18,AM10,AMHJ7XVG0,AM,3.1
2022-03-12 05:41,AM07,AMLJH75LX,AM,2.8
2022-03-12 06:12,EG11,OO1B0Z3NX,OO,0.5
2022-03-12 06:31,NAO31,NAO09SKDGI,NAO,2.5
2022-03-12 07:06,OO07,EGC11ERTJ,EG,1.9
2022-03-12 08:09,AM01,OO7PZE9VI,OO,2.0
2022-03-12 08:58,EG33,EGRHOCN9J,EG,2.0
2022-03-12 09:02,EG33,AMHJ7XVG0,AM,2.0
2022-03-12 09:09,OO08,NAOHL1N13J,NAO,1.9
2022-03-12 09:27,NAO29,NAONSM43D8,NAO,2.5
2022-03-12 09:48,NAO37,NAOBMYOFQE,NAO,2.5
2022-03-12 10:55,EG31,NAOURTP0LZ,NAO,1.4
2022-03-12 11:34,NO10,NO7PTX63C,NO,4.2
2022-03-12 11:44,NO01,AMNT3W5UZ,AM,3.85
2022-03-12 12:29,EG36,EGUT0CVS4,EG,1.0
2022-03-12 12:47,KO07,KOJDP0LVS,KO,1.85
2022-03-12 12:54,NAO21,NAO5ZJA8DZ,NAO,2.5
2022-03-12 13:28,AM01,AMXAJI0Y6,AM,2.0
2022-03-12 14:14,NO10,NAOP0J43D5,NAO,4.2
2022-03-12 15:05,KO05,KOJDP0LVS,KO,1.9
2022-03-12 15:48,NAO06,NAOLY8OZCY,NAO,2.5
2022-03-12 16:30,AM01,AMHJ7XVG0,AM,2.0
2022-03-12 16:57,KO06,AMHJ7XVG0,AM,1.9
2022-03-12 16:58,NAO14,EG7UR23GD,EG,2.5
2022-03-12 16:58,AM10,AMV3A3ZMF,AM,3.1
2022-03-12 17:14,OO07,OO7PZE9VI,OO,1.9
2022-03-12 17:38,AM01,NAOLY8OZCY,NAO,2.0
2022-03-12 17:55,KO10,KONCXLL4Z,KO,2.05
2022-03-12 17:56,NO03,AMXAJI0Y6,AM,3.25
2022-03-12 17:59,AM08,EG9CHJ755,EG,2.8
2022-03-12 18:25,AM08,KOIXA11DP,KO,2.8
2022-03-12 18:49,AM06,AMHJ7XVG0,AM,3.6
2022-03-12 19:04,NAO12,AMXAJI0Y6,AM,2.5
2022-03-12 19:25,NO03,NOE1V2ISQ,NO,3.25
2022-03-12 19:49,EG06,EGUT0CVS4,EG,1.7
2022-03-12 20:16,AM04,AMH9SDBDW,AM,2.2
2022-03-12 20:41,OO04,OOZSJ49IT,OO,2.4
2022-03-12 22:00,NAO11,NAOLY8OZCY,NAO,2.5
2022-03-12 23:23,KO09,KONCXLL4Z,KO,2.05
2022-03-12 23:27,EG02,NAONSM43D8,NAO,3.0
2022-03-13 00:18,AM08,EGYTJXEPQ,EG,2.8
2022-03-13 00:25,EG36,EGC11ERTJ,EG,1.0
2022-03-13 00:31,EG33,NOE1V2ISQ,NO,2.0
2022-03-13 00:44,OO05,NO7PTX63C,NO,3.5
2022-03-13 01:19,OO10,OOQ0OXFQ8,OO,2.5
2022-03-13 01:52,AM04,AMH9SDBDW,AM,2.2
2022-03-13 02:07,NAO10,NAOLY8OZCY,NAO,2.5
2022-03-13 02:19,OO06,NAOHL1N13J,NAO,3.5
2022-03-13 02:34,EG21,EG7UR23GD,EG,1.6
2022-03-13 03:07,NAO05,NAO5ZJA8DZ,NAO,2.5
2022-03-13 03:57,NAO18,NAOBMYOFQE,NAO,2.5
2022-03-13 04:14,EG18,NAOBMYOFQE,NAO,2.1
2022-03-13 04:18,EG13,EGVWPVS7H,EG,1.2
2022-03-13 04:28,OO06,NAOHL1N13J,NAO,3.5
2022-03-13 04:47,NAO14,NAONSM43D8,NAO,2.5
2022-03-13 05:01,NO09,EG7UR23GD,EG,4.2
2022-03-13 05:56,OO02,OOQ0OXFQ8,OO,2.3
2022-03-13 06:08,GE01,NAOBMYOFQE,NAO,14.7
2022-03-13 06:25,AM05,AMXAJI0Y6,AM,3.6
2022-03-13 06:38,NAO28,NAOHAFEYUH,NAO,2.5
2022-03-13 06:39,NAO29,EGC11ERTJ,EG,2.5
2022-03-13 06:51,NO02,NORCBPLJD,NO,3.85
2022-03-13 07:08,EG02,EGIGQPKI7,EG,3.0
2022-03-13 07:13,AM02,AMHJ7XVG0,AM,2.0
2022-03-13 07:38,MO05,NAOLY8OZCY,NAO,2.6
2022-03-13 07:56,EG19,EG9CHJ755,EG,1.4
2022-03-13 08:12,AM01,NAOP0J43D5,NAO,2.0
2022-03-13 08:29,EG31,EGC11ERTJ,EG,1.4
2022-03-13 08:38,AM04,AMLJH75LX,AM,2.2
2022-03-13 08:41,NAO40,NAOHL1N13J,NAO,2.5
2022-03-13 08:49,AM05,NAONSM43D8,NAO,3.6
2022-03-13 08:57,EG14,EGC11ERTJ,EG,1.2
2022-03-13 10:42,OO07,NAOLY8OZCY,NAO,1.9
2022-03-13 10:55,AM01,AMLJH75LX,AM,2.0
2022-03-13 10:56,EG13,EGVWPVS7H,EG,1.2
2022-03-13 11:00,EG15,EGUT0CVS4,EG,1.2
2022-03-13 11:03,EG13,EGUT0CVS4,EG,1.2
2022-03-13 11:09,NO13,NOE1V2ISQ,NO,4.15
2022-03-13 11:19,NAO15,NOE1V2ISQ,NO,2.5
2022-03-13 11:26,OO06,EGYTJXEPQ,EG,3.5
2022-03-13 11:26,EG26,EGYTJXEPQ,EG,1.8
2022-03-13 11:53,KO09,KOJDP0LVS,KO,2.05
2022-03-13 11:56,NAO21,NAO5ZJA8DZ,NAO,2.5
2022-03-13 12:20,OO10,OOZSJ49IT,OO,2.5
2022-03-13 12:33,OO04,OOZSJ49IT,OO,2.4
2022-03-13 12:40,KO03,KOJDP0LVS,KO,2.95
2022-03-13 13:42,AM08,KOIXA11DP,KO,2.8
2022-03-13 14:14,OO01,OO7PZE9VI,OO,2.3
2022-03-13 14:23,EG36,NOE1V2ISQ,NO,1.0
2022-03-13 15:06,NO02,NOX6GVWRD,NO,3.85
2022-03-13 15:14,EG19,NORCBPLJD,NO,1.4
2022-03-13 15:30,NO06,GE5A0L725,GE,3.25
2022-03-13 15:39,AM01,OO7PZE9VI,OO,2.0
2022-03-13 15:42,NAO30,EGUT0CVS4,EG,2.5
2022-03-13 15:44,AM08,AMXAJI0Y6,AM,2.8
2022-03-13 15:51,MO01,NO7PTX63C,NO,1.35
2022-03-13 16:17,EG02,EGF1T2TAL,EG,3.0
2022-03-13 17:19,NAO41,NAOP0J43D5,NAO,2.5
2022-03-13 18:04,EG19,NAOBMYOFQE,NAO,1.4
2022-03-13 18:30,AM10,AMXAJI0Y6,AM,3.1
2022-03-13 18:30,NO13,NOXFGCAQV,NO,4.15
2022-03-13 18:51,KO02,NAOURTP0LZ,NAO,3.4
2022-03-13 18:54,NAO26,EGSEIMVIH,EG,2.5
2022-03-13 18:57,EG31,NOE1V2ISQ,NO,1.4
2022-03-13 19:22,KO03,KOWKTAKPU,KO,2.95
2022-03-13 19:46,AM06,AMNT3W5UZ,AM,3.6
2022-03-13 20:36,NAO05,EGUT0CVS4,EG,2.5
2022-03-13 20:45,KO06,AMHJ7XVG0,AM,1.9
2022-03-13 21:06,OO03,NAOLY8OZCY,NAO,2.4
2022-03-13 21:28,NAO07,NAOURTP0LZ,NAO,2.5
2022-03-13 21:45,NAO23,EG9CHJ755,EG,2.5
2022-03-13 21:54,EG32,EGC11ERTJ,EG,1.4
2022-03-13 22:02,EG05,EG7UR23GD,EG,1.7
2022-03-13 22:16,OO10,OOQ0OXFQ8,OO,2.5
2022-03-13 23:00,NAO15,NAOBMYOFQE,NAO,2.5
2022-03-13 23:35,NO07,NAOP0J43D5,NAO,3.55
2022-03-14 00:46,KO10,OO1B0Z3NX,OO,2.05
2022-03-14 01:04,NAO35,NAOBMYOFQE,NAO,2.5
2022-03-14 01:24,NO14,EG9CHJ755,EG,4.15
2022-03-14 01:24,NAO23,NAOHL1N13J,NAO,2.5
2022-03-14 01:36,AM02,NO7PTX63C,NO,2.0
2022-03-14 01:38,AM01,NAO5UQPGB7,NAO,2.0
2022-03-14 01:42,EG06,OOQ0OXFQ8,OO,1.7
2022-03-14 02:20,OO07,EGF1T2TAL,EG,1.9
2022-03-14 02:38,NO13,EGIGQPKI7,EG,4.15
2022-03-14 02:41,KO07,EGC11ERTJ,EG,1.85
2022-03-14 04:07,EG36,NOE1V2ISQ,NO,1.0
2022-03-14 04:08,EG14,KOWKTAKPU,KO,1.2
2022-03-14 04:30,KO05,KONCXLL4Z,KO,1.9
2022-03-14 04:31,NAO41,NAOP0J43D5,NAO,2.5
2022-03-14 04:39,AM04,KOWKTAKPU,KO,2.2
2022-03-14 05:10,EG22,EGVWPVS7H,EG,1.6
2022-03-14 05:13,NAO36,NAO5UQPGB7,NAO,2.5
2022-03-14 05:17,KO03,KONCXLL4Z,KO,2.95
2022-03-14 06:04,KO09,KOWM31YIH,KO,2.05
2022-03-14 06:16,EG24,EGSEIMVIH,EG,1.4
2022-03-14 06:22,NO09,NAOBMYOFQE,NAO,4.2
2022-03-14 06:30,KO01,KONCXLL4Z,KO,3.4
2022-03-14 07:43,NO12,AMXAJI0Y6,AM,3.35
2022-03-14 07:45,OO08,OOZSJ49IT,OO,1.9
2022-03-14 08:19,KO03,NAOURTP0LZ,NAO,2.95
2022-03-14 08:22,EG10,NORCBPLJD,NO,0.9
2022-03-14 08:39,NAO33,NAOURTP0LZ,NAO,2.5
2022-03-14 08:59,NAO25,OO3KKV9RF,OO,2.5
2022-03-14 09:19,OO07,OO7PZE9VI,OO,1.9
2022-03-14 09:25,KO01,KOIXA11DP,KO,3.4
2022-03-14 09:52,AM05,AMLJH75LX,AM,3.6
2022-03-14 10:20,KO01,KOIXA11DP,KO,3.4
2022-03-14 10:40,EG38,EG7UR23GD,EG,1.4
2022-03-14 10:41,EG17,OO3KKV9RF,OO,2.1
2022-03-14 10:57,EG15,EGF1T2TAL,EG,1.2
2022-03-14 11:07,NO03,NOE1V2ISQ,NO,3.25
2022-03-14 11:45,AM04,AMNT3W5UZ,AM,2.2
2022-03-14 12:01,KO01,KOJDP0LVS,KO,3.4
2022-03-14 12:16,NAO16,EGUT0CVS4,EG,2.5
2022-03-14 12:34,NAO29,NAONSM43D8,NAO,2.5
2022-03-14 12:42,NO06,AMHJ7XVG0,AM,3.25
2022-03-14 12:54,KO02,AMHJ7XVG0,AM,3.4
2022-03-14 13:39,NAO14,NAOHAFEYUH,NAO,2.5
2022-03-14 13:48,AM01,AMLJH75LX,AM,2.0
2022-03-14 14:37,EG09,EGYTJXEPQ,EG,0.9
2022-03-14 14:49,NO10,NOXFGCAQV,NO,4.2
2022-03-14 15:02,KO08,KOJDP0LVS,KO,1.85
2022-03-14 15:25,NAO12,NAOBMYOFQE,NAO,2.5
2022-03-14 15:43,NAO15,OO3KKV9RF,OO,2.5
2022-03-14 17:17,EG37,NOE1V2ISQ,NO,1.4
2022-03-14 17:37,NAO01,NAOP0J43D5,NAO,2.5
2022-03-14 17:49,OO09,OO1B0Z3NX,OO,2.5
2022-03-14 18:23,AM08,OOZSJ49IT,OO,2.8
2022-03-14 18:37,KO06,AMHJ7XVG0,AM,1.9
2022-03-14 18:52,KO08,KOIXA11DP,KO,1.85
2022-03-14 19:07,OO05,AMHJ7XVG0,AM,3.5
2022-03-14 19:09,NAO34,NOXFGCAQV,NO,2.5
2022-03-14 19:11,AM05,AMH9SDBDW,AM,3.6
2022-03-14 19:46,AM05,AMLJH75LX,AM,3.6
2022-03-14 19:51,NAO40,NAOP0J43D5,NAO,2.5
2022-03-14 20:18,NAO11,NAO5UQPGB7,NAO,2.5
2022-03-14 20:51,NO11,NOE1V2ISQ,NO,3.35
2022-03-14 21:06,AM08,NOE1V2ISQ,NO,2.8
2022-03-14 21:15,EG01,NORCBPLJD,NO,3.0
2022-03-14 21:41,OO06,OO1B0Z3NX,OO,3.5
2022-03-14 21:49,EG28,EG9CHJ755,EG,1.4
2022-03-14 21:57,OO01,NORCBPLJD,NO,2.3
